RSID	#STUDY	PVALUE_FE	BETA_FE	STD_FE	PVALUE_RE	BETA_RE	STD_RE	PVALUE_RE2	STAT1_RE2	STAT2_RE2	PVALUE_BE	I_SQUARE	Q	PVALUE_Q	TAU_SQUARE	PVALUES_OF_STUDIES(Tab_delimitered)	MVALUES_OF_STUDIES(Tab_delimitered)
a_glycerophosphocholine	2	0.499375	0.152468	0.225721	0.499375	0.152468	0.225721	0.535419	0.456263	0.00000	NA	0.00000	0.108918	0.741379	0.00000	0.506618	0.724591	NA	NA	
a_ketoglutaric_acid	2	0.0945315	-0.384137	0.229752	0.216973	-0.454921	0.368472	0.107711	2.79546	0.00000	NA	57.1733	2.33499	0.126496	0.158465	0.0268863	0.629784	NA	NA	
acetoacetic_acid	2	0.0187417	-0.552418	0.235008	0.0605481	-0.602794	0.321185	0.0218934	5.52545	0.00000	NA	40.7727	1.68841	0.193811	0.0884888	0.0167847	0.221425	NA	NA	
acetyl_alanine	2	0.538630	0.142194	0.231252	0.538630	0.142194	0.231252	0.574565	0.378084	0.00000	NA	0.00000	0.110166	0.739955	0.00000	0.920044	0.489250	NA	NA	
acetyl_carnitine	2	0.431687	-0.181685	0.231061	0.431687	-0.181685	0.231061	0.466846	0.618280	0.00000	NA	0.00000	0.837055	0.360240	0.00000	0.230490	0.894765	NA	NA	
acetyl_glutamate	2	0.260000	-0.264450	0.234777	0.456865	-0.226578	0.304533	0.287860	1.26875	0.00000	NA	36.0719	1.56426	0.211043	0.0701562	0.708562	0.100771	NA	NA	
acetyl_glutamine	2	0.0901342	-0.393765	0.232352	0.0901342	-0.393765	0.232352	0.102806	2.87197	0.00000	NA	0.00000	0.0173720	0.895140	0.00000	0.399617	0.139826	NA	NA	
acetyl_lysine__alpha_	2	0.610994	-0.118288	0.232551	0.612429	-0.152320	0.300665	0.645940	0.258730	0.00000	NA	36.5396	1.57578	0.209369	0.0686160	0.188958	0.741524	NA	NA	
acetyl_lysine__epsilon_	2	0.972960	-0.00782771	0.230931	0.972960	-0.00782771	0.230931	0.985234	0.00114896	0.00000	NA	0.00000	0.345160	0.556866	0.00000	0.626859	0.740184	NA	NA	
acetyl_neuraminic_acid	2	0.469534	-0.167054	0.230980	0.476321	-0.175166	0.245939	0.505303	0.523073	0.00000	NA	9.91575	1.11007	0.292066	0.0130724	0.201374	0.977901	NA	NA	
aconitic_acid	2	0.0711822	-0.403742	0.223765	0.0711822	-0.403742	0.223765	0.0815683	3.25555	0.00000	NA	0.00000	0.00196139	0.964675	0.00000	0.331914	0.128041	NA	NA	
adenosyl_methyonine__sam_	2	0.525037	-0.142090	0.223552	0.525037	-0.142090	0.223552	0.560895	0.403988	0.00000	NA	0.00000	0.118099	0.731106	0.00000	0.928277	0.473419	NA	NA	
adma_sdma	2	0.390795	0.195957	0.228341	0.390795	0.195957	0.228341	0.424926	0.736467	0.00000	NA	0.00000	0.111116	0.738877	0.00000	0.815045	0.373236	NA	NA	
adp	2	0.933729	0.0192283	0.231236	0.933729	0.0192283	0.231236	0.959491	0.00691465	0.00000	NA	0.00000	0.922236	0.336889	0.00000	0.398003	0.643031	NA	NA	
alanine	2	0.495833	0.157013	0.230543	0.495833	0.157013	0.230543	0.531852	0.463844	1.38778E-17	NA	0.00000	0.0718975	0.788594	0.00000	0.875094	0.474692	NA	NA	
